period,stateid,stateDescription,sectorid,sectorName,sales,sales-units
2017-02-01,RI,Rhode Island,COM,commercial,266.2206,million kilowatt hours
2017-01-01,RI,Rhode Island,COM,commercial,297.46366,million kilowatt hours
2016-12-01,RI,Rhode Island,COM,commercial,293.00959,million kilowatt hours
2016-11-01,RI,Rhode Island,COM,commercial,282.33134,million kilowatt hours
2016-10-01,RI,Rhode Island,COM,commercial,286.00914,million kilowatt hours
2016-09-01,RI,Rhode Island,COM,commercial,307.75755,million kilowatt hours
2016-08-01,RI,Rhode Island,COM,commercial,363.37032,million kilowatt hours
2016-07-01,RI,Rhode Island,COM,commercial,368.70117,million kilowatt hours
2016-06-01,RI,Rhode Island,COM,commercial,310.27698,million kilowatt hours
2016-05-01,RI,Rhode Island,COM,commercial,288.06588,million kilowatt hours
2016-04-01,RI,Rhode Island,COM,commercial,280.01755,million kilowatt hours
2016-03-01,RI,Rhode Island,COM,commercial,291.75246,million kilowatt hours
2016-02-01,RI,Rhode Island,COM,commercial,269.47146,million kilowatt hours
2016-01-01,RI,Rhode Island,COM,commercial,310.55357,million kilowatt hours
2015-12-01,RI,Rhode Island,COM,commercial,302.73185,million kilowatt hours
2015-11-01,RI,Rhode Island,COM,commercial,285.22353,million kilowatt hours
2015-10-01,RI,Rhode Island,COM,commercial,295.48421,million kilowatt hours
2015-09-01,RI,Rhode Island,COM,commercial,308.51102,million kilowatt hours
2015-08-01,RI,Rhode Island,COM,commercial,356.1095,million kilowatt hours
2015-07-01,RI,Rhode Island,COM,commercial,358.50032,million kilowatt hours
2015-06-01,RI,Rhode Island,COM,commercial,329.90671,million kilowatt hours
2015-05-01,RI,Rhode Island,COM,commercial,290.08477,million kilowatt hours
2015-04-01,RI,Rhode Island,COM,commercial,270.51928,million kilowatt hours
2015-03-01,RI,Rhode Island,COM,commercial,296.92973,million kilowatt hours
2015-02-01,RI,Rhode Island,COM,commercial,301.16786,million kilowatt hours
2015-01-01,RI,Rhode Island,COM,commercial,309.64321,million kilowatt hours
2014-12-01,RI,Rhode Island,COM,commercial,301.9953,million kilowatt hours
2014-11-01,RI,Rhode Island,COM,commercial,328.08508,million kilowatt hours
2014-10-01,RI,Rhode Island,COM,commercial,327.28695,million kilowatt hours
2014-09-01,RI,Rhode Island,COM,commercial,317.99703,million kilowatt hours
2014-08-01,RI,Rhode Island,COM,commercial,238.71528,million kilowatt hours
2014-07-01,RI,Rhode Island,COM,commercial,362.76222,million kilowatt hours
2014-06-01,RI,Rhode Island,COM,commercial,316.15034,million kilowatt hours
2014-05-01,RI,Rhode Island,COM,commercial,283.0383,million kilowatt hours
2014-04-01,RI,Rhode Island,COM,commercial,274.53096,million kilowatt hours
2014-03-01,RI,Rhode Island,COM,commercial,311.63143,million kilowatt hours
2014-02-01,RI,Rhode Island,COM,commercial,269.07363,million kilowatt hours
2014-01-01,RI,Rhode Island,COM,commercial,326.41248,million kilowatt hours
2024-12-01,VT,Vermont,RES,residential,227.33982,million kilowatt hours
2024-11-01,VT,Vermont,RES,residential,157.16169,million kilowatt hours
2024-10-01,VT,Vermont,RES,residential,158.18322,million kilowatt hours
2024-09-01,VT,Vermont,RES,residential,160.45542,million kilowatt hours
2024-08-01,VT,Vermont,RES,residential,194.72834,million kilowatt hours
2024-07-01,VT,Vermont,RES,residential,217.31904,million kilowatt hours
2024-06-01,VT,Vermont,RES,residential,174.23538,million kilowatt hours
2024-05-01,VT,Vermont,RES,residential,152.25322,million kilowatt hours
2024-04-01,VT,Vermont,RES,residential,163.31488,million kilowatt hours
2024-03-01,VT,Vermont,RES,residential,189.70347,million kilowatt hours
2024-02-01,VT,Vermont,RES,residential,204.07791,million kilowatt hours
2024-01-01,VT,Vermont,RES,residential,231.38262,million kilowatt hours
2023-12-01,VT,Vermont,RES,residential,210.13306,million kilowatt hours
2023-11-01,VT,Vermont,RES,residential,183.05493,million kilowatt hours
2023-10-01,VT,Vermont,RES,residential,159.24938,million kilowatt hours
2023-09-01,VT,Vermont,RES,residential,167.66813,million kilowatt hours
2023-08-01,VT,Vermont,RES,residential,181.13567,million kilowatt hours
2023-07-01,VT,Vermont,RES,residential,204.87497,million kilowatt hours
2023-06-01,VT,Vermont,RES,residential,158.7701,million kilowatt hours
2023-05-01,VT,Vermont,RES,residential,148.04583,million kilowatt hours
2023-04-01,VT,Vermont,RES,residential,158.24109,million kilowatt hours
2023-03-01,VT,Vermont,RES,residential,190.24973,million kilowatt hours
2023-02-01,VT,Vermont,RES,residential,199.70469,million kilowatt hours
2023-01-01,VT,Vermont,RES,residential,215.18642,million kilowatt hours
2022-12-01,VT,Vermont,RES,residential,211.11645,million kilowatt hours
2022-11-01,VT,Vermont,RES,residential,166.57736,million kilowatt hours
2022-10-01,VT,Vermont,RES,residential,153.52891,million kilowatt hours
2022-09-01,VT,Vermont,RES,residential,158.29764,million kilowatt hours
2022-08-01,VT,Vermont,RES,residential,200.63292,million kilowatt hours
2022-07-01,VT,Vermont,RES,residential,193.53785,million kilowatt hours
2022-06-01,VT,Vermont,RES,residential,157.79696,million kilowatt hours
2022-05-01,VT,Vermont,RES,residential,153.20268,million kilowatt hours
2022-04-01,VT,Vermont,RES,residential,158.81874,million kilowatt hours
2022-03-01,VT,Vermont,RES,residential,188.08916,million kilowatt hours
2022-02-01,VT,Vermont,RES,residential,206.56574,million kilowatt hours
2022-01-01,VT,Vermont,RES,residential,238.5026,million kilowatt hours
2021-12-01,VT,Vermont,RES,residential,204.7857,million kilowatt hours
2021-11-01,VT,Vermont,RES,residential,171.57618,million kilowatt hours
2021-10-01,VT,Vermont,RES,residential,154.54062,million kilowatt hours
2021-09-01,VT,Vermont,RES,residential,159.87374,million kilowatt hours
2021-08-01,VT,Vermont,RES,residential,202.20421,million kilowatt hours
2021-07-01,VT,Vermont,RES,residential,182.24032,million kilowatt hours
2021-06-01,VT,Vermont,RES,residential,177.83717,million kilowatt hours
2021-05-01,VT,Vermont,RES,residential,150.31239,million kilowatt hours
2021-04-01,VT,Vermont,RES,residential,154.69721,million kilowatt hours
2021-03-01,VT,Vermont,RES,residential,188.03541,million kilowatt hours
2021-02-01,VT,Vermont,RES,residential,205.78224,million kilowatt hours
2021-01-01,VT,Vermont,RES,residential,222.60383,million kilowatt hours
2020-12-01,VT,Vermont,RES,residential,211.0665,million kilowatt hours
2020-11-01,VT,Vermont,RES,residential,169.87035,million kilowatt hours
2020-10-01,VT,Vermont,RES,residential,157.1797,million kilowatt hours
2020-09-01,VT,Vermont,RES,residential,157.563,million kilowatt hours
2020-08-01,VT,Vermont,RES,residential,192.0869,million kilowatt hours
2020-07-01,VT,Vermont,RES,residential,213.24271,million kilowatt hours
2020-06-01,VT,Vermont,RES,residential,171.15032,million kilowatt hours
2020-05-01,VT,Vermont,RES,residential,156.8735,million kilowatt hours
2020-04-01,VT,Vermont,RES,residential,164.34199,million kilowatt hours
2020-03-01,VT,Vermont,RES,residential,176.93823,million kilowatt hours
2020-02-01,VT,Vermont,RES,residential,186.97572,million kilowatt hours
2020-01-01,VT,Vermont,RES,residential,199.71207,million kilowatt hours
2019-12-01,VT,Vermont,RES,residential,202.32821,million kilowatt hours
2019-11-01,VT,Vermont,RES,residential,172.88082,million kilowatt hours
2019-10-01,VT,Vermont,RES,residential,145.72158,million kilowatt hours
2019-09-01,VT,Vermont,RES,residential,148.6479,million kilowatt hours
2019-08-01,VT,Vermont,RES,residential,182.82417,million kilowatt hours
2019-07-01,VT,Vermont,RES,residential,185.40655,million kilowatt hours
2019-06-01,VT,Vermont,RES,residential,147.66275,million kilowatt hours
2019-05-01,VT,Vermont,RES,residential,143.76115,million kilowatt hours
2019-04-01,VT,Vermont,RES,residential,155.02272,million kilowatt hours
2019-03-01,VT,Vermont,RES,residential,180.03791,million kilowatt hours
2019-02-01,VT,Vermont,RES,residential,196.395,million kilowatt hours
2019-01-01,VT,Vermont,RES,residential,220.85628,million kilowatt hours
2018-12-01,VT,Vermont,RES,residential,199.97868,million kilowatt hours
2018-11-01,VT,Vermont,RES,residential,173.24915,million kilowatt hours
2018-10-01,VT,Vermont,RES,residential,151.49608,million kilowatt hours
2018-09-01,VT,Vermont,RES,residential,165.15943,million kilowatt hours
2018-08-01,VT,Vermont,RES,residential,193.06568,million kilowatt hours
2018-07-01,VT,Vermont,RES,residential,190.32122,million kilowatt hours
2018-06-01,VT,Vermont,RES,residential,146.64585,million kilowatt hours
2018-05-01,VT,Vermont,RES,residential,143.52326,million kilowatt hours
2018-04-01,VT,Vermont,RES,residential,159.31368,million kilowatt hours
2018-03-01,VT,Vermont,RES,residential,172.35284,million kilowatt hours
2018-02-01,VT,Vermont,RES,residential,182.3247,million kilowatt hours
2018-01-01,VT,Vermont,RES,residential,238.61442,million kilowatt hours
2017-12-01,VT,Vermont,RES,residential,204.81703,million kilowatt hours
2017-11-01,VT,Vermont,RES,residential,159.86491,million kilowatt hours
2017-10-01,VT,Vermont,RES,residential,145.09599,million kilowatt hours
2017-09-01,VT,Vermont,RES,residential,152.99199,million kilowatt hours
2017-08-01,VT,Vermont,RES,residential,172.37629,million kilowatt hours
2017-07-01,VT,Vermont,RES,residential,173.303,million kilowatt hours
2017-06-01,VT,Vermont,RES,residential,154.35253,million kilowatt hours
2017-05-01,VT,Vermont,RES,residential,141.54488,million kilowatt hours
2017-04-01,VT,Vermont,RES,residential,153.31774,million kilowatt hours
2017-03-01,VT,Vermont,RES,residential,182.1723,million kilowatt hours
2017-02-01,VT,Vermont,RES,residential,173.41218,million kilowatt hours
2017-01-01,VT,Vermont,RES,residential,210.17516,million kilowatt hours
2016-12-01,VT,Vermont,RES,residential,197.37262,million kilowatt hours
2016-11-01,VT,Vermont,RES,residential,159.08531,million kilowatt hours
2016-10-01,VT,Vermont,RES,residential,146.60018,million kilowatt hours
2016-09-01,VT,Vermont,RES,residential,163.97002,million kilowatt hours
2016-08-01,VT,Vermont,RES,residential,187.10549,million kilowatt hours
2016-07-01,VT,Vermont,RES,residential,183.78544,million kilowatt hours
2016-06-01,VT,Vermont,RES,residential,152.75508,million kilowatt hours
2016-05-01,VT,Vermont,RES,residential,141.19675,million kilowatt hours
2016-04-01,VT,Vermont,RES,residential,151.73051,million kilowatt hours
2016-03-01,VT,Vermont,RES,residential,176.08249,million kilowatt hours
2016-02-01,VT,Vermont,RES,residential,185.39342,million kilowatt hours
2016-01-01,VT,Vermont,RES,residential,211.32469,million kilowatt hours
2015-12-01,VT,Vermont,RES,residential,178.49962,million kilowatt hours
2015-11-01,VT,Vermont,RES,residential,154.50974,million kilowatt hours
2015-10-01,VT,Vermont,RES,residential,149.67465,million kilowatt hours
2015-09-01,VT,Vermont,RES,residential,163.34878,million kilowatt hours
2015-08-01,VT,Vermont,RES,residential,183.45932,million kilowatt hours
2015-07-01,VT,Vermont,RES,residential,177.58331,million kilowatt hours
2015-06-01,VT,Vermont,RES,residential,145.67851,million kilowatt hours
2015-05-01,VT,Vermont,RES,residential,142.5246,million kilowatt hours
2015-04-01,VT,Vermont,RES,residential,158.08947,million kilowatt hours
2015-03-01,VT,Vermont,RES,residential,203.71869,million kilowatt hours
2015-02-01,VT,Vermont,RES,residential,203.64829,million kilowatt hours
2015-01-01,VT,Vermont,RES,residential,228.20501,million kilowatt hours
2014-12-01,VT,Vermont,RES,residential,202.85485,million kilowatt hours
2014-11-01,VT,Vermont,RES,residential,169.62347,million kilowatt hours
2014-10-01,VT,Vermont,RES,residential,149.42787,million kilowatt hours
2014-09-01,VT,Vermont,RES,residential,156.07884,million kilowatt hours
2014-08-01,VT,Vermont,RES,residential,170.0605,million kilowatt hours
2014-07-01,VT,Vermont,RES,residential,180.36631,million kilowatt hours
2014-06-01,VT,Vermont,RES,residential,155.93456,million kilowatt hours
2014-05-01,VT,Vermont,RES,residential,147.77578,million kilowatt hours
2014-04-01,VT,Vermont,RES,residential,158.56817,million kilowatt hours
2014-03-01,VT,Vermont,RES,residential,199.48324,million kilowatt hours
2014-02-01,VT,Vermont,RES,residential,200.74028,million kilowatt hours
2014-01-01,VT,Vermont,RES,residential,230.43313,million kilowatt hours
2024-12-01,VT,Vermont,COM,commercial,165.42078,million kilowatt hours
2024-11-01,VT,Vermont,COM,commercial,144.29184,million kilowatt hours
2024-10-01,VT,Vermont,COM,commercial,156.34965,million kilowatt hours
2024-09-01,VT,Vermont,COM,commercial,159.83365,million kilowatt hours
2024-08-01,VT,Vermont,COM,commercial,179.7416,million kilowatt hours
2024-07-01,VT,Vermont,COM,commercial,189.4123,million kilowatt hours
2024-06-01,VT,Vermont,COM,commercial,166.66251,million kilowatt hours
2024-05-01,VT,Vermont,COM,commercial,156.42895,million kilowatt hours
2024-04-01,VT,Vermont,COM,commercial,147.15089,million kilowatt hours
2024-03-01,VT,Vermont,COM,commercial,160.12447,million kilowatt hours
2024-02-01,VT,Vermont,COM,commercial,158.41843,million kilowatt hours
2024-01-01,VT,Vermont,COM,commercial,168.28792,million kilowatt hours
2023-12-01,VT,Vermont,COM,commercial,158.70069,million kilowatt hours
2023-11-01,VT,Vermont,COM,commercial,150.05234,million kilowatt hours
2023-10-01,VT,Vermont,COM,commercial,152.72925,million kilowatt hours
2023-09-01,VT,Vermont,COM,commercial,161.54183,million kilowatt hours
2023-08-01,VT,Vermont,COM,commercial,174.74827,million kilowatt hours
2023-07-01,VT,Vermont,COM,commercial,179.41434,million kilowatt hours
2023-06-01,VT,Vermont,COM,commercial,158.61579,million kilowatt hours
2023-05-01,VT,Vermont,COM,commercial,148.88572,million kilowatt hours
2023-04-01,VT,Vermont,COM,commercial,145.71687,million kilowatt hours
2023-03-01,VT,Vermont,COM,commercial,162.73967,million kilowatt hours
2023-02-01,VT,Vermont,COM,commercial,149.40162,million kilowatt hours
2023-01-01,VT,Vermont,COM,commercial,161.04862,million kilowatt hours
2022-12-01,VT,Vermont,COM,commercial,159.82455,million kilowatt hours
2022-11-01,VT,Vermont,COM,commercial,145.58046,million kilowatt hours
2022-10-01,VT,Vermont,COM,commercial,149.87414,million kilowatt hours
2022-09-01,VT,Vermont,COM,commercial,156.04445,million kilowatt hours
2022-08-01,VT,Vermont,COM,commercial,189.90445,million kilowatt hours
2022-07-01,VT,Vermont,COM,commercial,176.3711,million kilowatt hours
2022-06-01,VT,Vermont,COM,commercial,157.46257,million kilowatt hours
2022-05-01,VT,Vermont,COM,commercial,153.2107,million kilowatt hours
2022-04-01,VT,Vermont,COM,commercial,144.50843,million kilowatt hours
2022-03-01,VT,Vermont,COM,commercial,159.96869,million kilowatt hours
2022-02-01,VT,Vermont,COM,commercial,153.7155,million kilowatt hours
2022-01-01,VT,Vermont,COM,commercial,169.90997,million kilowatt hours
2021-12-01,VT,Vermont,COM,commercial,156.71217,million kilowatt hours
2021-11-01,VT,Vermont,COM,commercial,145.95396,million kilowatt hours
2021-10-01,VT,Vermont,COM,commercial,150.14798,million kilowatt hours
2021-09-01,VT,Vermont,COM,commercial,157.41053,million kilowatt hours
2021-08-01,VT,Vermont,COM,commercial,180.53505,million kilowatt hours
2021-07-01,VT,Vermont,COM,commercial,166.70795,million kilowatt hours
2021-06-01,VT,Vermont,COM,commercial,165.50279,million kilowatt hours
2021-05-01,VT,Vermont,COM,commercial,145.04465,million kilowatt hours
2021-04-01,VT,Vermont,COM,commercial,141.13418,million kilowatt hours
2021-03-01,VT,Vermont,COM,commercial,154.42436,million kilowatt hours
2021-02-01,VT,Vermont,COM,commercial,146.71235,million kilowatt hours
2021-01-01,VT,Vermont,COM,commercial,156.82503,million kilowatt hours
2020-12-01,VT,Vermont,COM,commercial,152.61027,million kilowatt hours
2020-11-01,VT,Vermont,COM,commercial,141.39761,million kilowatt hours
2020-10-01,VT,Vermont,COM,commercial,145.27619,million kilowatt hours
2020-09-01,VT,Vermont,COM,commercial,149.48049,million kilowatt hours
2020-08-01,VT,Vermont,COM,commercial,166.01875,million kilowatt hours
2020-07-01,VT,Vermont,COM,commercial,174.48735,million kilowatt hours
2020-06-01,VT,Vermont,COM,commercial,148.59034,million kilowatt hours
2020-05-01,VT,Vermont,COM,commercial,131.7472,million kilowatt hours
2020-04-01,VT,Vermont,COM,commercial,126.34374,million kilowatt hours
2020-03-01,VT,Vermont,COM,commercial,150.05705,million kilowatt hours
2020-02-01,VT,Vermont,COM,commercial,155.15135,million kilowatt hours
2020-01-01,VT,Vermont,COM,commercial,164.57767,million kilowatt hours
2019-12-01,VT,Vermont,COM,commercial,160.63453,million kilowatt hours
2019-11-01,VT,Vermont,COM,commercial,150.61915,million kilowatt hours
2019-10-01,VT,Vermont,COM,commercial,155.80252,million kilowatt hours
2019-09-01,VT,Vermont,COM,commercial,157.32905,million kilowatt hours
2019-08-01,VT,Vermont,COM,commercial,174.73334,million kilowatt hours
2019-07-01,VT,Vermont,COM,commercial,186.32815,million kilowatt hours
2019-06-01,VT,Vermont,COM,commercial,157.0434,million kilowatt hours
2019-05-01,VT,Vermont,COM,commercial,149.57953,million kilowatt hours
2019-04-01,VT,Vermont,COM,commercial,154.19256,million kilowatt hours
2019-03-01,VT,Vermont,COM,commercial,159.41501,million kilowatt hours
2019-02-01,VT,Vermont,COM,commercial,156.16807,million kilowatt hours
2019-01-01,VT,Vermont,COM,commercial,172.61873,million kilowatt hours
2018-12-01,VT,Vermont,COM,commercial,163.33977,million kilowatt hours
2018-11-01,VT,Vermont,COM,commercial,154.39942,million kilowatt hours
2018-10-01,VT,Vermont,COM,commercial,161.95247,million kilowatt hours
2018-09-01,VT,Vermont,COM,commercial,172.06053,million kilowatt hours
2018-08-01,VT,Vermont,COM,commercial,190.94688,million kilowatt hours
2018-07-01,VT,Vermont,COM,commercial,188.47069,million kilowatt hours
2018-06-01,VT,Vermont,COM,commercial,163.31993,million kilowatt hours
2018-05-01,VT,Vermont,COM,commercial,157.96812,million kilowatt hours
2018-04-01,VT,Vermont,COM,commercial,155.8453,million kilowatt hours
2018-03-01,VT,Vermont,COM,commercial,168.50851,million kilowatt hours
2018-02-01,VT,Vermont,COM,commercial,156.51524,million kilowatt hours
2018-01-01,VT,Vermont,COM,commercial,170.18815,million kilowatt hours
2017-12-01,VT,Vermont,COM,commercial,169.35592,million kilowatt hours
2017-11-01,VT,Vermont,COM,commercial,153.67108,million kilowatt hours
2017-10-01,VT,Vermont,COM,commercial,162.97555,million kilowatt hours
2017-09-01,VT,Vermont,COM,commercial,166.08988,million kilowatt hours
2017-08-01,VT,Vermont,COM,commercial,180.24072,million kilowatt hours
2017-07-01,VT,Vermont,COM,commercial,177.22779,million kilowatt hours
2017-06-01,VT,Vermont,COM,commercial,166.47571,million kilowatt hours
2017-05-01,VT,Vermont,COM,commercial,158.1274,million kilowatt hours
2017-04-01,VT,Vermont,COM,commercial,153.37809,million kilowatt hours
2017-03-01,VT,Vermont,COM,commercial,168.2692,million kilowatt hours
2017-02-01,VT,Vermont,COM,commercial,156.63464,million kilowatt hours
2017-01-01,VT,Vermont,COM,commercial,164.14803,million kilowatt hours
2016-12-01,VT,Vermont,COM,commercial,168.6574,million kilowatt hours
2016-11-01,VT,Vermont,COM,commercial,154.70156,million kilowatt hours
2016-10-01,VT,Vermont,COM,commercial,164.61031,million kilowatt hours
2016-09-01,VT,Vermont,COM,commercial,173.23713,million kilowatt hours
2016-08-01,VT,Vermont,COM,commercial,188.90626,million kilowatt hours
2016-07-01,VT,Vermont,COM,commercial,184.30396,million kilowatt hours
2016-06-01,VT,Vermont,COM,commercial,170.87126,million kilowatt hours
2016-05-01,VT,Vermont,COM,commercial,157.47013,million kilowatt hours
2016-04-01,VT,Vermont,COM,commercial,154.632,million kilowatt hours
2016-03-01,VT,Vermont,COM,commercial,162.7768,million kilowatt hours
2016-02-01,VT,Vermont,COM,commercial,162.84619,million kilowatt hours
2016-01-01,VT,Vermont,COM,commercial,171.03199,million kilowatt hours
2015-12-01,VT,Vermont,COM,commercial,156.47098,million kilowatt hours
2015-11-01,VT,Vermont,COM,commercial,154.41274,million kilowatt hours
2015-10-01,VT,Vermont,COM,commercial,163.79753,million kilowatt hours
2015-09-01,VT,Vermont,COM,commercial,176.15925,million kilowatt hours
2015-08-01,VT,Vermont,COM,commercial,186.5042,million kilowatt hours
2015-07-01,VT,Vermont,COM,commercial,182.68766,million kilowatt hours
2015-06-01,VT,Vermont,COM,commercial,164.68373,million kilowatt hours
2015-05-01,VT,Vermont,COM,commercial,161.87539,million kilowatt hours
2015-04-01,VT,Vermont,COM,commercial,155.8845,million kilowatt hours
2015-03-01,VT,Vermont,COM,commercial,166.12431,million kilowatt hours
2015-02-01,VT,Vermont,COM,commercial,166.24716,million kilowatt hours
2015-01-01,VT,Vermont,COM,commercial,175.72055,million kilowatt hours
2014-12-01,VT,Vermont,COM,commercial,167.38437,million kilowatt hours
2014-11-01,VT,Vermont,COM,commercial,163.16482,million kilowatt hours
2014-10-01,VT,Vermont,COM,commercial,167.93495,million kilowatt hours
2014-09-01,VT,Vermont,COM,commercial,176.01753,million kilowatt hours
2014-08-01,VT,Vermont,COM,commercial,178.27479,million kilowatt hours
2014-07-01,VT,Vermont,COM,commercial,182.9808,million kilowatt hours
2014-06-01,VT,Vermont,COM,commercial,167.98092,million kilowatt hours
2014-05-01,VT,Vermont,COM,commercial,156.91765,million kilowatt hours
2014-04-01,VT,Vermont,COM,commercial,157.79549,million kilowatt hours
2014-03-01,VT,Vermont,COM,commercial,171.70269,million kilowatt hours
2014-02-01,VT,Vermont,COM,commercial,163.11191,million kilowatt hours
2014-01-01,VT,Vermont,COM,commercial,177.25407,million kilowatt hours
